internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
4200,Cercocebus galeritus,"Cercocebus galeritus ssp. galeritus Peters, 1879",Cercocebus,galeritus,,subspecies,"Peters, 1879"
39853,Trachypithecus francoisi,"Trachypithecus francoisi ssp. francoisi (Pousargues, 1858)",Trachypithecus,francoisi,,subspecies,"(Pousargues, 1858)"
22042,Semnopithecus vetulus,"Trachypithecus vetulus (Erxleben, 1777)",Trachypithecus,vetulus,"(Erxleben, 1777)",,
39871,Trachypithecus poliocephalus,"Trachypithecus poliocephalus ssp. poliocephalus (Pousargues, 1898)",Trachypithecus,poliocephalus,,subspecies,"(Pousargues, 1898)"
22039,Trachypithecus obscurus,"Trachypithecus leucomystax (Müller & Schlegel, 1841)",Trachypithecus,leucomystax,"(Müller & Schlegel, 1841)",,
22039,Trachypithecus obscurus,"Trachypithecus corvus (Miller, 1913)",Trachypithecus,corvus,"(Miller, 1913)",,
22039,Trachypithecus obscurus,"Trachypithecus corax Pocock, 1934",Trachypithecus,corax,"Pocock, 1934",,
22039,Trachypithecus obscurus,"Trachypithecus smithii (Kloss, 1916)",Trachypithecus,smithii,"(Kloss, 1916)",,
22039,Trachypithecus obscurus,"Trachypithecus ruhei (Knottnerus-Meyer, 1933)",Trachypithecus,ruhei,"(Knottnerus-Meyer, 1933)",,
39869,Trachypithecus shortridgei,"Trachypithecus belliger (Wroughton, 1915)",Trachypithecus,belliger,"(Wroughton, 1915)",,
136791,Rungwecebus kipunji,"Lophocebus kipunji (Ehardt, Butynski, Jones & Davenport, 2005)",Lophocebus,kipunji,"(Ehardt, Butynski, Jones & Davenport, 2005)",,
40652,Paragalago rondoensis,"Galago rondoensis Honess in Kingdon, 1997",Galago,rondoensis,"Honess in Kingdon, 1997",,
40652,Paragalago rondoensis,"Galagoides rondoensis (Honess in Kingdon, 1997)",Galagoides,rondoensis,"(Honess in Kingdon, 1997)",,
10550,Hylobates moloch,"Hylobates cinera Cuvier, 1798",Hylobates,cinera,"Cuvier, 1798",,
10550,Hylobates moloch,"Hylobates pongoalsoni Sody, 1949",Hylobates,pongoalsoni,"Sody, 1949",,
10550,Hylobates moloch,"Hylobates leucisca (Schreber, 1799)",Hylobates,leucisca,"(Schreber, 1799)",,
10550,Hylobates moloch,"Hylobates javanicus Matchie, 1893",Hylobates,javanicus,"Matchie, 1893",,
10550,Hylobates moloch,"Simia moloch Audebert, 1798",Simia,moloch,"Audebert, 1798",,
39879,Hylobates albibarbis,"Hylobates muelleri ssp. albibarbis Lyon, 1911",Hylobates,muelleri,,subspecies,"Lyon, 1911"
39879,Hylobates albibarbis,"Hylobates agilis ssp. albibarbis (Lyon, 1911)",Hylobates,agilis,,subspecies,"(Lyon, 1911)"
10548,Hylobates lar,"Hylobates longimana (Schreber, 1774)",Hylobates,longimana,"(Schreber, 1774)",,
10548,Hylobates lar,"Hylobates albimana (Vigors & Horsfield, 1828)",Hylobates,albimana,"(Vigors & Horsfield, 1828)",,
10548,Hylobates lar,"Hylobates varius (Latreille, 1801)",Hylobates,varius,"(Latreille, 1801)",,
10548,Hylobates lar,"Hylobates variegates (É. Geoffroy Saint-Hilaire, 1812)",Hylobates,variegates,"(É. Geoffroy Saint-Hilaire, 1812)",,
10548,Hylobates lar,"Homo lar Linneaus, 1771",Homo,lar,"Linneaus, 1771",,
10547,Hylobates klossii,"Symphalangus klossii G.S. Miller, 1903",Symphalangus,klossii,"G.S. Miller, 1903",,
10543,Hylobates agilis,"Hylobates albo ssp. nigrescens Ludeking, 1862",Hylobates,albo,,subspecies,"Ludeking, 1862"
10543,Hylobates agilis,"Hylobates rafflei É. Geoffroy, 1828",Hylobates,rafflei,"É. Geoffroy, 1828",,
10543,Hylobates agilis,"Hylobates unko Lesson, 1829",Hylobates,unko,"Lesson, 1829",,
10543,Hylobates agilis,"Hylobates albo ssp. griseus Ludeking, 1862",Hylobates,albo,,subspecies,"Ludeking, 1862"
39779,Symphalangus syndactylus,"Hylobates syndactylus (Raffles, 1821)",Hylobates,syndactylus,"(Raffles, 1821)",,
39779,Symphalangus syndactylus,"Symphalangus subfossilis Hooijer, 1960",Symphalangus,subfossilis,"Hooijer, 1960",,
39779,Symphalangus syndactylus,"Symphalangus volzi (Pohl, 1911)",Symphalangus,volzi,"(Pohl, 1911)",,
39779,Symphalangus syndactylus,"Symphalangus gibbon (C. Miller, 1779)",Symphalangus,gibbon,"(C. Miller, 1779)",,
39779,Symphalangus syndactylus,"Symphalangus continentis Thomas, 1908",Symphalangus,continentis,"Thomas, 1908",,
39779,Symphalangus syndactylus,"Simia syndactylus Raffles, 1821",Simia,syndactylus,"Raffles, 1821",,
39876,Hoolock hoolock,"Bunopithecus hoolock ssp. hoolock (Harlan, 1834)",Bunopithecus,hoolock,,subspecies,"(Harlan, 1834)"
39876,Hoolock hoolock,"Hylobates hoolock (Harlan, 1834) [<i>pro parte</i>]",Hylobates,hoolock,"(Harlan, 1834) [<i>pro parte</i>]",,
39876,Hoolock hoolock,"Simia hoolock Harlan, 1834",Simia,hoolock,"Harlan, 1834",,
39775,Nomascus concolor,"Hylobates concolor (Harlan, 1826)",Hylobates,concolor,"(Harlan, 1826)",,
39775,Nomascus concolor,"Nomascus henrici de Pousargues, 1897",Nomascus,henrici,"de Pousargues, 1897",,
39775,Nomascus concolor,"Nomascus harlani Lesson, 1827",Nomascus,harlani,"Lesson, 1827",,
39775,Nomascus concolor,"Nomascus niger Ogilby, 1840",Nomascus,niger,"Ogilby, 1840",,
39775,Nomascus concolor,"Simia concolor Harlan, 1826",Simia,concolor,"Harlan, 1826",,
39896,Nomascus siki,"Hylobates concolor ssp. siki Delacour, 1951",Hylobates,concolor,,subspecies,"Delacour, 1951"
128073282,Nomascus gabriellae,"Hylobates gabriellae Thomas, 1909",Hylobates,gabriellae,"Thomas, 1909",,
41643,Nomascus hainanus,"Hylobates hainanus Thomas, 1892",Hylobates,hainanus,"Thomas, 1892",,
41643,Nomascus hainanus,"Nomascus nasutus ssp. hainanus (Thomas, 1892)",Nomascus,nasutus,,subspecies,"(Thomas, 1892)"
41642,Nomascus nasutus,"Hylobates nasutus Kunkel d'Herculais, 1884",Hylobates,nasutus,"Kunkel d'Herculais, 1884",,
163017685,Nycticebus coucang,"Nycticebus brachycephalus Sody, 1949",Nycticebus,brachycephalus,"Sody, 1949",,
163017685,Nycticebus coucang,"Nycticebus buku Robinson, 1917",Nycticebus,buku,"Robinson, 1917",,
163017685,Nycticebus coucang,"Nycticebus coucang ssp. coucang (Boddaert, 1785)",Nycticebus,coucang,,subspecies,"(Boddaert, 1785)"
163017685,Nycticebus coucang,"Nycticebus insularis Robinson, 1917",Nycticebus,insularis,"Robinson, 1917",,
163017685,Nycticebus coucang,"Nycticebus malaiana Anderson, 1881",Nycticebus,malaiana,"Anderson, 1881",,
163017685,Nycticebus coucang,"Nycticebus natunae Stone & Rehn, 1902",Nycticebus,natunae,"Stone & Rehn, 1902",,
163017685,Nycticebus coucang,"Nycticebus sumatrensis Ludeking, 1867",Nycticebus,sumatrensis,"Ludeking, 1867",,
163017685,Nycticebus coucang,"Nycticebus tardigradus (Raffles, 1821)",Nycticebus,tardigradus,"(Raffles, 1821)",,
163017685,Nycticebus coucang,"Tardigradus coucang Boddaert, 1784",Tardigradus,coucang,"Boddaert, 1784",,
41550,Plecturocebus modestus,"Callicebus modestus Lönnberg, 1939",Callicebus,modestus,"Lönnberg, 1939",,
3553,Plecturocebus oenanthe,"Callicebus oenanthe Thomas, 1924",Callicebus,oenanthe,"Thomas, 1924",,
3554,Plecturocebus olallae,"Callicebus olallae Lönnberg, 1939",Callicebus,olallae,"Lönnberg, 1939",,
81237954,Cebus brunneus,"Cebus olivaceus ssp. brunneus Allen, 1914",Cebus,olivaceus,,subspecies,"Allen, 1914"
136912,Presbytis sumatrana,"Presbytis melalophos ssp. sumatranus (Müller &amp; Schlegel, 1841)",Presbytis,melalophos,,subspecies,"(Müller &amp; Schlegel, 1841)"
39816,Presbytis siberu,Presbytis potenziani  Chasen & Kloss 1928,Presbytis,potenziani ,Chasen & Kloss 1928 ,,
39816,Presbytis siberu,"Presbytis potenziani ssp. siberu (Chasen &amp; Kloss, 1928)",Presbytis,potenziani,,subspecies,"(Chasen &amp; Kloss, 1928)"
39810,Presbytis sabana,"Presbytis hosei ssp. sabana (Thomas, 1893)",Presbytis,hosei,,subspecies,"(Thomas, 1893)"
39810,Presbytis sabana,"Semnopithecus canicrus Miller, 1934",Semnopithecus,canicrus,"Miller, 1934",,
39872,Trachypithecus leucocephalus,"Trachypithecus poliocephalus ssp. leucocephalus Tan, 1955",Trachypithecus,poliocephalus,,subspecies,"Tan, 1955"
39890,Hylobates funereus,"Hylobates muelleri ssp. funereus I. Geoffroy, 1850",Hylobates,muelleri,,subspecies,"I. Geoffroy, 1850"
39889,Hylobates abbotti,"Hylobates cinereus ssp. abbotti Kloss, 1929",Hylobates,cinereus,,subspecies,"Kloss, 1929"
39889,Hylobates abbotti,"Hylobates muelleri ssp. abbotti Kloss, 1929",Hylobates,muelleri,,subspecies,"Kloss, 1929"
6553,Dicerorhinus sumatrensis,"Rhinoceros sumatrensis G. Fischer, 1814",Rhinoceros,sumatrensis,"G. Fischer, 1814",,
10032,Choeropsis liberiensis,"Hexaprotodon liberiensis (Morton, 1849)",Hexaprotodon,liberiensis,"(Morton, 1849)",,
1087,Neamblysomus gunningi,"Amblysomus gunningi (Broom, 1908)",Amblysomus,gunningi,"(Broom, 1908)",,
1087,Neamblysomus gunningi,"Chrysochloris gunningi Broom, 1908",Chrysochloris,gunningi,"Broom, 1908",,
1089,Neamblysomus julianae,"Amblysomus julianae Meester, 1972",Amblysomus,julianae,"Meester, 1972",,
5748,Cryptochloris wintoni,"Chrysochloris wintoni Broom, 1907",Chrysochloris,wintoni,"Broom, 1907",,
4828,Chrysospalax trevelyani,"Chrysochloris trevelyani Günther, 1875",Chrysochloris,trevelyani,"Günther, 1875",,
16138,Parantechinus apicalis,"Phascogale apicalis Gray, 1842",Phascogale,apicalis,"Gray, 1842",,
6296,Dasyurus viverrinus,"Satanellus viverrinus (Shaw, 1800)",Satanellus,viverrinus,"(Shaw, 1800)",,
6296,Dasyurus viverrinus,"Didelphis viverrina Shaw, 1800",Didelphis,viverrina,"Shaw, 1800",,
6295,Dasyurus hallucatus,"Satanellus hallucatus (Gould, 1842)",Satanellus,hallucatus,"(Gould, 1842)",,
136218,Ailurops melanotis,"Phalanger melanotis O. Thomas, 1898",Phalanger,melanotis,"O. Thomas, 1898",,
20639,Spilocuscus rufoniger,"Phalanger maculatus ssp. rufoniger Zimara, 1937",Phalanger,maculatus,,subspecies,"Zimara, 1937"
20639,Spilocuscus rufoniger,"Phalanger atrimaculatus (Tate, 1945)",Phalanger,atrimaculatus,"(Tate, 1945)",,
6429,Dendrolagus goodfellowi,"Dendrolagus shawmayeri Rothschild & Dollman, 1936",Dendrolagus,shawmayeri,"Rothschild & Dollman, 1936",,
6429,Dendrolagus goodfellowi,"Dendrolagus buergersi Matschie, 1912",Dendrolagus,buergersi,"Matschie, 1912",,
136255,Thylogale lanata,"Thylogale lanatus O. Thomas, 1922 [orth. error]",Thylogale,lanatus,"O. Thomas, 1922 [orth. error]",,
6224,Dactylopsila tatei,"Dactylonax tatei (Laurie, 1952)",Dactylonax,tatei,"(Laurie, 1952)",,
18107,Potorous gilbertii,"Potorous tridactylus ssp. gilbertii (Gould, 1841)",Potorous,tridactylus,,subspecies,"(Gould, 1841)"
23179,Zaglossus bruijnii,"Zaglossus bruijni (Peters & Doria, 1876) [orth. error]",Zaglossus,bruijni,"(Peters & Doria, 1876) [orth. error]",,
16573,Perameles fasciata,"Perameles bougainville ssp. fasciata J.E. Gray, 1841",Perameles,bougainville,,subspecies,"J.E. Gray, 1841"
136531,Pteropus ualanus,Pteropus keraudrenius,Pteropus,keraudrenius,,,
136531,Pteropus ualanus,Pteropus ualensis,Pteropus,ualensis,,,
136531,Pteropus ualanus,"Pteropus keraudren Quoy & Gaimard, 1824",Pteropus,keraudren,"Quoy & Gaimard, 1824",,
136531,Pteropus ualanus,"Pteropus mariannus ssp. ualanus  Peters, 1883",Pteropus,mariannus,,subspecies,"Peters, 1883"
4321,Mops tomensis,"Chaerephon tomensis (Juste & Ibáñez, 1993)",Chaerephon,tomensis,"(Juste & Ibáñez, 1993)",,
4321,Mops tomensis,"Tadarida tomensis Juste &amp; Ibáñez, 1993",Tadarida,tomensis,"Juste &amp; Ibáñez, 1993",,
19533,Rhinolophus cognatus,"Rhinolophus famulus Andersen, 1918",Rhinolophus,famulus,"Andersen, 1918",,
136519,Notopteris neocaledonicus,"Notopteris neocaledonica Trouessart, 1908 [orth. error]",Notopteris,neocaledonica,"Trouessart, 1908 [orth. error]",,
136610,Pteronotus paraguanensis,"Pteronotus parnellii ssp. paraguanensis Linares & Ojasti, 1974",Pteronotus,parnellii,,subspecies,"Linares & Ojasti, 1974"
139,Acerodon jubatus,"Acerodon lucifer Elliot, 1896",Acerodon,lucifer,"Elliot, 1896",,
4320,Mops solomonis,"Chaerephon solomonis (Troughton, 1931)",Chaerephon,solomonis,"(Troughton, 1931)",,
4320,Mops solomonis,"Tadarida solomonis Troughton, 1931",Tadarida,solomonis,"Troughton, 1931",,
18655,Mirimiri acrodonta,"Pteralopex acrodonta Hill & Beckon, 1978",Pteralopex,acrodonta,"Hill & Beckon, 1978",,
18714,Pteropus aldabrensis,"Pteropus seychellensis ssp. aldabrensis True, 1893",Pteropus,seychellensis,,subspecies,"True, 1893"
18714,Pteropus aldabrensis,"Pteropus seychellensis True, 1893 ssp. aldabrensis",Pteropus,seychellensis,"True, 1893",subspecies,
85043053,Pteropus pelagicus,"Pteropus insularis Hombron &amp; Jacquinot, 1842",Pteropus,insularis,"Hombron &amp; Jacquinot, 1842",,
85043053,Pteropus pelagicus,"Pteropus phaeocephalus Thomas, 1882",Pteropus,phaeocephalus,"Thomas, 1882",,
188566753,Pteropus mariannus,"Pteropus keraudren Quoy & Gaimard, 1824",Pteropus,keraudren,"Quoy & Gaimard, 1824",,
18744,Pteropus nitendiensis,"Pteropus sanctacrucis Troughton, 1930",Pteropus,sanctacrucis,"Troughton, 1930",,
18741,Pteropus molossinus,"Pteropus breviceps Thomas, 1882",Pteropus,breviceps,"Thomas, 1882",,
71733227,Mormopterus acetabulosus,"Vespertilio acetabulosus Hermann, 1804",Vespertilio,acetabulosus,"Hermann, 1804",,
18755,Pteropus rodricensis,"Pteropus mascarinus Mason, 1907",Pteropus,mascarinus,"Mason, 1907",,
18766,Pteropus vampyrus,"Vespertilio gigantea Brunnich, 1782",Vespertilio,gigantea,"Brunnich, 1782",,
18766,Pteropus vampyrus,"Pteropus giganteus (Brünnich, 1782)",Pteropus,giganteus,"(Brünnich, 1782)",,
18766,Pteropus vampyrus,"Pteropus kalou É. Geoffroy, 1810",Pteropus,kalou,"É. Geoffroy, 1810",,
18766,Pteropus vampyrus,"Pteropus javanicus Desmarest, 1820",Pteropus,javanicus,"Desmarest, 1820",,
18766,Pteropus vampyrus,"Pteropus kopangi Kuroda, 1933",Pteropus,kopangi,"Kuroda, 1933",,
18766,Pteropus vampyrus,"Pteropus celaeno Hermann, 1804",Pteropus,celaeno,"Hermann, 1804",,
18766,Pteropus vampyrus,"Pteropus malaccensis K. Andersen, 1908",Pteropus,malaccensis,"K. Andersen, 1908",,
18766,Pteropus vampyrus,"Pteropus pteronotus Dobson, 1878",Pteropus,pteronotus,"Dobson, 1878",,
18766,Pteropus vampyrus,"Pteropus phaiops Gray, 1870 [not Temminck, 1825]",Pteropus,phaiops,"Gray, 1870 [not Temminck, 1825]",,
18766,Pteropus vampyrus,"Pteropus natunae K. Andersen, 1908",Pteropus,natunae,"K. Andersen, 1908",,
18766,Pteropus vampyrus,"Pteropus funereus Temminck, 1837",Pteropus,funereus,"Temminck, 1837",,
18766,Pteropus vampyrus,"Pteropus pluton Temminck, 1853",Pteropus,pluton,"Temminck, 1853",,
18766,Pteropus vampyrus,"Pteropus lanensis Mearns, 1905",Pteropus,lanensis,"Mearns, 1905",,
18766,Pteropus vampyrus,"Pteropus kelaarti Gray, 1870 [skull, not skin]",Pteropus,kelaarti,"Gray, 1870 [skull, not skin]",,
18766,Pteropus vampyrus,"Pteropus nudus Hermann, 1804",Pteropus,nudus,"Hermann, 1804",,
18766,Pteropus vampyrus,"Pteropus edulis É. Geoffroy, 1810",Pteropus,edulis,"É. Geoffroy, 1810",,
18766,Pteropus vampyrus,"Pteropus caninus Blumenbach, 1797",Pteropus,caninus,"Blumenbach, 1797",,
18766,Pteropus vampyrus,"Pteropus sumatrensis Ludeking, 1862",Pteropus,sumatrensis,"Ludeking, 1862",,
10125,Hipposideros curtus,"Hipposideros sandersoni Sanderson, 1937",Hipposideros,sandersoni,"Sanderson, 1937",,
13638,Cabreramops aequatorianus,"Molossops aequatorianus Cabrera, 1917",Molossops,aequatorianus,"Cabrera, 1917",,
11697,Leptonycteris nivalis,"Ischnoglossa nivalis Saussure, 1860",Ischnoglossa,nivalis,"Saussure, 1860",,
44703,Muntiacus vuquangensis,"Megamuntiacus vuquangensis Do Tuoc, Vu Van Dung, Dawson, Arctander & Mackinnon, 1994",Megamuntiacus,vuquangensis,"Do Tuoc, Vu Van Dung, Dawson, Arctander & Mackinnon, 1994",,
2446,Axis calamianensis,"Axis porcinus ssp. calamianensis (Heude, 1888)",Axis,porcinus,,subspecies,"(Heude, 1888)"
2446,Axis calamianensis,"Hyelaphus calamianensis (Heude, 1888)",Hyelaphus,calamianensis,"(Heude, 1888)",,
2446,Axis calamianensis,"Cervus calamianensis Heude, 1888",Cervus,calamianensis,"Heude, 1888",,
4265,Rucervus eldii,"Panolia eldii (M'Clelland, 1842)",Panolia,eldii,"(M'Clelland, 1842)",,
4265,Rucervus eldii,"Cervus eldii M'Clelland, 1842",Cervus,eldii,"M'Clelland, 1842",,
4273,Rusa alfredi,"Cervus alfredi (Sclater, 1870)",Cervus,alfredi,"(Sclater, 1870)",,
13703,Monodelphis unistriata,"Monodelphis unistriatus (Wagner, 1842) [orth. error]",Monodelphis,unistriatus,"(Wagner, 1842) [orth. error]",,
13703,Monodelphis unistriata,"Didelphys unistriata Wagner, 1842",Didelphys,unistriata,"Wagner, 1842",,
41320,Cryptonanus ignitus,"Gracilinanus ignitus Díaz, Flores & Barquez, 2002",Gracilinanus,ignitus,"Díaz, Flores & Barquez, 2002",,
9003,Geocapromys thoracatus,"Capromys brachyurus ssp. thoractus True, 1888",Capromys,brachyurus,,subspecies,"True, 1888"
17462,Plagiodontia ipnaeum,"Plagiodontia velozi Rimoli, 1976",Plagiodontia,velozi,"Rimoli, 1976",,
4651,Chinchilla chinchilla,"Chinchilla brevicaudata Waterhouse, 1848",Chinchilla,brevicaudata,"Waterhouse, 1848",,
4651,Chinchilla chinchilla,"Chinchilla brevicauda Waterhouse, 1848",Chinchilla,brevicauda,"Waterhouse, 1848",,
6978,Phyllomys brasiliensis,"Echimys brasiliensis (Lund, 1840)",Echimys,brasiliensis,"(Lund, 1840)",,
6990,Phyllomys unicolor,"Echimys unicolor (Wagner, 1842)",Echimys,unicolor,"(Wagner, 1842)",,
6664,Santamartamys rufodorsalis,"Diplomys rufodorsalis J.A. Allen, 1899",Diplomys,rufodorsalis,"J.A. Allen, 1899",,
42591,Heterogeomys lanius,"Orthogeomys lanius (Elliot, 1905)",Orthogeomys,lanius,"(Elliot, 1905)",,
12077,Heteromys spectabilis,"Liomys spectabilis Genoways, 1971",Liomys,spectabilis,"Genoways, 1971",,
18703,Pteromyscus pulverulentus,"Sciuropterus pulverulentus Günther, 1873",Sciuropterus,pulverulentus,"Günther, 1873",,
12832,Marmota sibirica,"Marmota sibirica (Dybowski, 1922) ssp. dahurica",Marmota,sibirica,"(Dybowski, 1922)",subspecies,
12832,Marmota sibirica,"Marmota sibirica Bannikov & Skalon, 1949 ssp. caliginosus",Marmota,sibirica,"Bannikov & Skalon, 1949",subspecies,
20489,Xerospermophilus perotensis,"Spermophilus perotensis Merriam, 1893",Spermophilus,perotensis,"Merriam, 1893",,
21355,Neotamias palmeri,"Tamias palmeri (Merriam, 1897)",Tamias,palmeri,"(Merriam, 1897)",,
21355,Neotamias palmeri,"Eutamias palmeri Merriam, 1897",Eutamias,palmeri,"Merriam, 1897",,
136299,Cryptotis merus,"Cryptotis mera Goldman, 1912",Cryptotis,mera,"Goldman, 1912",,
20391,Sorex pribilofensis,"Sorex hydrodromus Dobson, 1889",Sorex,hydrodromus,"Dobson, 1889",,
10588,Neohylomys hainanensis,"Hylomys hainanensis (T.H. Shaw & Wong Song, 1959)",Hylomys,hainanensis,"(T.H. Shaw & Wong Song, 1959)",,
20320,Atopogale cubana,"Atopogale cubanus (Peters, 1861) [orth. error]",Atopogale,cubanus,"(Peters, 1861) [orth. error]",,
20320,Atopogale cubana,"Solenodon cubanus Peters, 1861",Solenodon,cubanus,"Peters, 1861",,
15611,Casiomys rhabdops,"Handleyomys rhabdops (C.H. Merriam, 1901)",Handleyomys,rhabdops,"(C.H. Merriam, 1901)",,
15611,Casiomys rhabdops,"Oryzomys rhabdops C.H. Merriam, 1901",Oryzomys,rhabdops,"C.H. Merriam, 1901",,
15597,Mindomys hammondi,"Oryzomys hammondi (Thomas, 1913)",Oryzomys,hammondi,"(Thomas, 1913)",,
13048,Melanomys zunigae,"Oryzomys zunigae Sanborn, 1949",Oryzomys,zunigae,"Sanborn, 1949",,
741,Neomicroxus latebricola,"Akodon latebricola (Anthony, 1924)",Akodon,latebricola,"(Anthony, 1924)",,
741,Neomicroxus latebricola,"Microxus latebricola Anthony, 1924",Microxus,latebricola,"Anthony, 1924",,
11062,Gyldenstolpia fronto,"Kunsia fronto (Winge, 1887)",Kunsia,fronto,"(Winge, 1887)",,
45071,Otomys burtoni,"Otomys irroratus  ssp. burtoni O. Thomas, 1918",Otomys,irroratus ,,subspecies,"O. Thomas, 1918"
13961,Mus fernandoni,"Leggadilla fernandoni Phillips, 1932",Leggadilla,fernandoni,"Phillips, 1932",,
21973,Tokudaia osimensis,"Rattus jerdoni ssp. osimensis Abe, 1933",Rattus,jerdoni,,subspecies,"Abe, 1933"
9618,Hadromys humei,"Mus humei Thomas, 1886",Mus,humei,"Thomas, 1886",,
5414,Coryphomys buehleri,"Coryphomys buhleri Schaub, 1937 [orth. error]",Coryphomys,buhleri,"Schaub, 1937 [orth. error]",,
