internalTaxonId,scientificName,name,language,main
12560,Macaca sinica,Sen Kurunga,Tamil,false
12560,Macaca sinica,Toque Macaque,English,true
12559,Macaca silenus,Liontail Macaque,English,false
12559,Macaca silenus,Wanderoo,English,false
12559,Macaca silenus,Macaca Leonina,Spanish; Castilian,false
12559,Macaca silenus,Macaco Barbudo,Spanish; Castilian,false
12559,Macaca silenus,Macaque À Queue De Lion,French,false
12559,Macaca silenus,Macaque Ouandérou,French,false
12559,Macaca silenus,Ouandérou,French,false
12559,Macaca silenus,Lion-tailed Macaque,English,true
12753,Mandrillus leucophaeus,Dril,Spanish; Castilian,false
12753,Mandrillus leucophaeus,Drill,French,false
12753,Mandrillus leucophaeus,Drill,English,true
20229,Simias concolor,Pig-tailed Langur,English,false
20229,Simias concolor,Pig-tailed Snub-nosed Monkey,English,false
20229,Simias concolor,Pig-tailed Snub-nosed Langur,English,true
39811,Presbytis melalophos,Mitred Leaf Monkey,English,false
39811,Presbytis melalophos,Semnopithèque mélalophe,English,false
39811,Presbytis melalophos,Sumatran Surili,English,false
39811,Presbytis melalophos,Langur de Cresta,Spanish; Castilian,false
39811,Presbytis melalophos,Yellow-handed Mitered Langur,English,true
39815,Presbytis potenziani,Long-tailed Langur,English,false
39815,Presbytis potenziani,Mentawai Langur,English,false
39815,Presbytis potenziani,Mentawai Leaf Monkey,English,false
39815,Presbytis potenziani,Langur Colilargo,Spanish; Castilian,false
39815,Presbytis potenziani,Langur De Mentawi,Spanish; Castilian,false
39815,Presbytis potenziani,Semnopithèque de Mentawi,French,false
39815,Presbytis potenziani,Golden-bellied Mentawai Island Langur,English,true
39803,Presbytis chrysomelas,Langur Mitrado,Spanish; Castilian,false
39803,Presbytis chrysomelas,Bornean Banded Langur,English,true
4203,Cercocebus sanjei,Sanje Crested Mangabey,English,false
4203,Cercocebus sanjei,Sanje Mangabey,English,false
4203,Cercocebus sanjei,Mangabé de la Sanje,French,false
4203,Cercocebus sanjei,Mangabey del Sanje,Spanish; Castilian,false
4203,Cercocebus sanjei,Sanje River Mangabey,English,true
4207,Cercocebus chrysogaster,Bisonte Europeo,Spanish; Castilian,false
4207,Cercocebus chrysogaster,Cercocèbe à ventre doré,French,false
4207,Cercocebus chrysogaster,Goldbauchmangabe,German,false
4207,Cercocebus chrysogaster,Golden-bellied Mangabey,English,true
4200,Cercocebus galeritus,Tana River Crested Mangabey,English,false
4200,Cercocebus galeritus,Mangabey á crête,French,false
4200,Cercocebus galeritus,Mangabey Crestado Ventriblanco,Spanish; Castilian,false
4200,Cercocebus galeritus,Mangabey de la Tana,French,false
4200,Cercocebus galeritus,Tana-Mangabe,German,false
4200,Cercocebus galeritus,Tana River Mangabey,English,true
39853,Trachypithecus francoisi,Francois's Langur,English,false
39853,Trachypithecus francoisi,François's Leaf Monkey,English,false
39853,Trachypithecus francoisi,Tonkin Langur,English,false
39853,Trachypithecus francoisi,Tonkin Leaf Monkey,English,false
39853,Trachypithecus francoisi,Voọc má trắng,Vietnamese,false
39853,Trachypithecus francoisi,François’s Langur,English,true
22043,Trachypithecus delacouri,Vooc Mong Trang,Vietnamese,false
22043,Trachypithecus delacouri,Delacour's Langur,English,true
22044,Trachypithecus laotum,Lao Langur,English,false
22044,Trachypithecus laotum,Lao leaf monkey,English,false
22044,Trachypithecus laotum,Kung,Lao,false
22044,Trachypithecus laotum,Langur du Laos,French,false
22044,Trachypithecus laotum,Laotian Langur,English,true
22042,Semnopithecus vetulus,Purple-faced Leaf Monkey,English,false
22042,Semnopithecus vetulus,Langur De Cara Roja,Spanish; Castilian,false
22042,Semnopithecus vetulus,Semnopithèque Blanchâtre,French,false
22042,Semnopithecus vetulus,Purple-faced Langur,English,true
39871,Trachypithecus poliocephalus,Cat Ba Langur,English,false
39871,Trachypithecus poliocephalus,Golden-headed Langur,English,false
39871,Trachypithecus poliocephalus,Tonkin Hooded Black Langur,English,false
39871,Trachypithecus poliocephalus,Vooc Dau Trang,Vietnamese,false
39871,Trachypithecus poliocephalus,Vooc Dau Vang,Vietnamese,false
39871,Trachypithecus poliocephalus,Cat Ba Hooded Black Leaf Monkey,English,true
22039,Trachypithecus obscurus,Dusky Leaf Monkey,English,false
22039,Trachypithecus obscurus,Spectacled Langur,English,false
22039,Trachypithecus obscurus,Spectacled Leaf Monkey,English,false
22039,Trachypithecus obscurus,Langur Obscuro,Spanish; Castilian,false
22039,Trachypithecus obscurus,Semnopithèque Obscur,French,false
22039,Trachypithecus obscurus,Dusky Langur,English,true
39869,Trachypithecus shortridgei,Shortridge’s Capped Langur,English,false
39869,Trachypithecus shortridgei,Shortridge’s Langur,English,true
136791,Rungwecebus kipunji,Kipunji,Spanish; Castilian,false
136791,Rungwecebus kipunji,Kipunji,French,false
136791,Rungwecebus kipunji,Kipunji,English,true
40652,Paragalago rondoensis,Rondo Bushbaby,English,false
40652,Paragalago rondoensis,Rondo Dwarf Galago,English,true
10550,Hylobates moloch,Javan Gibbon,English,false
10550,Hylobates moloch,Moloch Gibbon,English,false
10550,Hylobates moloch,Owa Jawa,English,false
10550,Hylobates moloch,Gibbon Cendré,French,false
10550,Hylobates moloch,Gibón Ceniciento,Spanish; Castilian,false
10550,Hylobates moloch,Silvery Gibbon,English,true
10552,Hylobates pileatus,Capped Gibbon,English,false
10552,Hylobates pileatus,Crowned Gibbon,English,false
10552,Hylobates pileatus,Gibón de Cresta Negra,Spanish; Castilian,false
10552,Hylobates pileatus,Pileated Gibbon,English,true
39879,Hylobates albibarbis,Bornean Agile Gibbon,English,false
39879,Hylobates albibarbis,Kelempiao,Indonesian,false
39879,Hylobates albibarbis,Bornean White-bearded Gibbon,English,true
10548,Hylobates lar,Common Gibbon,English,false
10548,Hylobates lar,White-handed Gibbon,English,false
10548,Hylobates lar,Gibbon à mains blanches,French,false
10548,Hylobates lar,Gibbon Lar,French,false
10548,Hylobates lar,Gibón de Manos Blancas,Spanish; Castilian,false
10548,Hylobates lar,Lar Gibbon,English,true
10547,Hylobates klossii,Dwarf Gibbon,English,false
10547,Hylobates klossii,Kloss's Gibbon,English,false
10547,Hylobates klossii,Mentawai Gibbon,English,false
10547,Hylobates klossii,Bilou or Siamang Kerdil Mentawai,Indonesian,false
10547,Hylobates klossii,Siamang De Kloss,French,false
10547,Hylobates klossii,Siamang Enano,Spanish; Castilian,false
10547,Hylobates klossii,Kloss’s Gibbon,English,true
10543,Hylobates agilis,Dark-handed Gibbon,English,false
10543,Hylobates agilis,Gibbon Agile,French,false
10543,Hylobates agilis,Agile Gibbon,English,true
39779,Symphalangus syndactylus,Siamang,English,true
39876,Hoolock hoolock,Hoolock Gibbon,English,false
39876,Hoolock hoolock,Western Hoolock,English,false
39876,Hoolock hoolock,Gibbon Hoolock Occidental,French,false
39876,Hoolock hoolock,Gibón Hulock,Spanish; Castilian,false
39876,Hoolock hoolock,Hoolock,French,false
39876,Hoolock hoolock,Western Hoolock Gibbon,English,true
39775,Nomascus concolor,Black Gibbon,English,false
39775,Nomascus concolor,Concolor Gibbon,English,false
39775,Nomascus concolor,Indochinese Gibbon,English,false
39775,Nomascus concolor,Western Black Crested Gibbon,English,false
39775,Nomascus concolor,Gibbon Noir,French,false
39775,Nomascus concolor,Gibón de cresta negra,Spanish; Castilian,false
39775,Nomascus concolor,Westlicher Schopfgibbon,German,false
39775,Nomascus concolor,Black Crested Gibbon,English,true
39896,Nomascus siki,Gibbon à favoris blancs du Sud,French,false
39896,Nomascus siki,vượn bạc má,Vietnamese,false
39896,Nomascus siki,vượn đen má hung,Vietnamese,false
39896,Nomascus siki,vượn đen má trắng,Vietnamese,false
39896,Nomascus siki,vượn đen siki,Vietnamese,false
39896,Nomascus siki,vượn hót,Vietnamese,false
39896,Nomascus siki,vượn má trắng nam,Vietnamese,false
39896,Nomascus siki,Southern White-cheeked Gibbon,English,true
128073282,Nomascus gabriellae,Buff-cheeked Gibbon,English,false
128073282,Nomascus gabriellae,Buffy-cheeked Gibbon,English,false
128073282,Nomascus gabriellae,Southern Yellow-cheeked Crested Gibbon,English,false
128073282,Nomascus gabriellae,Red-cheeked Gibbon,English,true
41643,Nomascus hainanus,Hainan Black Crested Gibbon,English,false
41643,Nomascus hainanus,Hainan Black Gibbon,English,false
41643,Nomascus hainanus,Hainan Crested Gibbon,English,false
41643,Nomascus hainanus,Hainan Gibbon,English,true
41642,Nomascus nasutus,Eastern Black Crested Gibbon,English,false
41642,Nomascus nasutus,vượn cao vít,Vietnamese,false
41642,Nomascus nasutus,vượn đen,Vietnamese,false
41642,Nomascus nasutus,东黑冠长臂猿.,Chinese,false
41642,Nomascus nasutus,Cao-vit Gibbon,English,true
163017685,Nycticebus coucang,Slow Loris,English,false
163017685,Nycticebus coucang,Sunda Slow Loris,English,false
163017685,Nycticebus coucang,Loris lent,French,false
163017685,Nycticebus coucang,Loris Lento,Spanish; Castilian,false
163017685,Nycticebus coucang,Greater Slow Loris,English,true
136532,Palaeopropithecus ingens,Large Sloth Lemur,English,true
39954,Callicebus coimbrai,Coimbra's titi,English,false
39954,Callicebus coimbrai,Coimbra-Springaffe,German,false
39954,Callicebus coimbrai,Guigó,Portuguese,false
39954,Callicebus coimbrai,Guigó-de-Coimbra-Filho,Portuguese,false
39954,Callicebus coimbrai,Coimbra-Filho’s Titi Monkey,English,true
41550,Plecturocebus modestus,Bolivian Titi,English,false
41550,Plecturocebus modestus,Modest Titi,English,false
41550,Plecturocebus modestus,Rio Beni Titi,English,false
41550,Plecturocebus modestus,Titi Monkey,English,false
41550,Plecturocebus modestus,Lucachi cenizo,Spanish; Castilian,false
41550,Plecturocebus modestus,Mono Tití,Spanish; Castilian,false
41550,Plecturocebus modestus,Rio-Beni-Springaffe,German,false
41550,Plecturocebus modestus,Beni Titi Monkey,English,true
3553,Plecturocebus oenanthe,Andean Titi Monkey,English,false
3553,Plecturocebus oenanthe,Rio Mayo Titi Monkey,English,false
3553,Plecturocebus oenanthe,Anden-Springaffe,German,false
3553,Plecturocebus oenanthe,Mono Tocón,Spanish; Castilian,false
3553,Plecturocebus oenanthe,San Martin Titi Monkey,English,true
3554,Plecturocebus olallae,Beni Titi Monkey,English,false
3554,Plecturocebus olallae,Olalla's Titi,English,false
3554,Plecturocebus olallae,Olalla’s Titi Monkey,English,false
3554,Plecturocebus olallae,Ollala Brothers' Titi,English,false
3554,Plecturocebus olallae,Beni-Springaffe,German,false
3554,Plecturocebus olallae,Lucachi rojizo,Spanish; Castilian,false
3554,Plecturocebus olallae,Mono Tití,Spanish; Castilian,false
3554,Plecturocebus olallae,Olalla Brothers’ Titi,English,true
136515,Xenothrix mcgregori,Jamaican Monkey,English,true
179234,Tarsius tumpara,Siau Island Tarsier,English,true
21493,Tarsius sangirensis,Sangihe Island Tarsier,English,false
21493,Tarsius sangirensis,Sangihe Tarsier,English,true
21494,Tarsius pelengensis,Peleng Island Tarsier,English,false
21494,Tarsius pelengensis,Peleng Tarsier,English,true
21490,Tarsius pumilus,Lesser Spectral Tarsier,English,false
21490,Tarsius pumilus,Mountain Tarsier,English,false
21490,Tarsius pumilus,Sulawesi Mountain Tarsier,English,false
21490,Tarsius pumilus,Tarsero Piemeno,Spanish; Castilian,false
21490,Tarsius pumilus,Pygmy Tarsier,English,true
81237954,Cebus brunneus,Brown Weeper Capuchin,English,false
81237954,Cebus brunneus,capuchino,Spanish; Castilian,false
81237954,Cebus brunneus,Capuchino de Venezuela,Spanish; Castilian,false
81237954,Cebus brunneus,capuchino venezolano,Spanish; Castilian,false
81237954,Cebus brunneus,mono,Spanish; Castilian,false
81237954,Cebus brunneus,mono capuchino,Spanish; Castilian,false
81237954,Cebus brunneus,mono capuchino norteño,Spanish; Castilian,false
81237954,Cebus brunneus,mono común,Spanish; Castilian,false
81237954,Cebus brunneus,mono pardo,Spanish; Castilian,false
81237954,Cebus brunneus,Venezuela-Kapuzineraffe,German,false
81237954,Cebus brunneus,Venezuelan Brown Capuchin,English,true
136912,Presbytis sumatrana,Black Sumatran Langur,English,true
39816,Presbytis siberu,Sombre-bellied Mentawai Island Langur,English,false
39816,Presbytis siberu,Siberut Langur,English,true
39810,Presbytis sabana,Crested Grizzled Langur,English,false
39810,Presbytis sabana,Sabah Grizzled Langur,English,true
39872,Trachypithecus leucocephalus,White-headed Black Langur,English,true
39890,Hylobates funereus,Northern Grey Gibbon,English,false
39890,Hylobates funereus,Northern Gray Gibbon,English,true
39889,Hylobates abbotti,Abbott’s Gray Gibbon,English,true
39888,Hylobates muelleri,Bornean Grey Gibbon,English,false
39888,Hylobates muelleri,Borneo Gibbon,English,false
39888,Hylobates muelleri,Grey Gibbon,English,false
39888,Hylobates muelleri,Müller's Bornean Gibbon,English,false
39888,Hylobates muelleri,Müller's Gibbon,English,false
39888,Hylobates muelleri,Gibbon de Muller,French,false
39888,Hylobates muelleri,Gibón de Mueller,Spanish; Castilian,false
39888,Hylobates muelleri,Bornean Gibbon,English,true
6553,Dicerorhinus sumatrensis,Rhinocéros de Sumatra,French,false
6553,Dicerorhinus sumatrensis,Rinoceronte de Sumatra,Spanish; Castilian,false
6553,Dicerorhinus sumatrensis,Sumatran Rhinoceros,English,true
19495,Rhinoceros sondaicus,Rhinocéros de la Sonde,French,false
19495,Rhinoceros sondaicus,Rinoceronte de Java,Spanish; Castilian,false
19495,Rhinoceros sondaicus,Javan Rhinoceros,English,true
10032,Choeropsis liberiensis,Hipopótamo Enano,Spanish; Castilian,false
10032,Choeropsis liberiensis,Hipopótamo Pigmeo,Spanish; Castilian,false
10032,Choeropsis liberiensis,Hippopotame Nain,French,false
10032,Choeropsis liberiensis,Hippopotame Pygmée,French,false
10032,Choeropsis liberiensis,Pygmy Hippopotamus,English,true
136628,Microgale jobihely,Northern Shrew Tenrec,English,true
1087,Neamblysomus gunningi,Gunning's Golden Mole,English,true
62007,Amblysomus marleyi,Marley-Goldmull,German,false
62007,Amblysomus marleyi,Marley's Golden Mole,English,true
1089,Neamblysomus julianae,Juliana's Golden Mole,English,true
5749,Cryptochloris zyli,Van Zyl's Golden Mole,English,true
5748,Cryptochloris wintoni,De Winton's Golden Mole,English,true
19705,Rhynchocyon chrysopygus,Golden-rumped Elephant-shrew,English,false
19705,Rhynchocyon chrysopygus,Golden-rumped Sengi,English,true
4828,Chrysospalax trevelyani,Giant Golden Mole,English,true
16138,Parantechinus apicalis,Southern Dibbler,English,false
16138,Parantechinus apicalis,Souris marsupiale mouchetée,French,false
16138,Parantechinus apicalis,Dibbler,English,true
6296,Dasyurus viverrinus,Chat marsupial moucheté,French,false
6296,Dasyurus viverrinus,Eastern Quoll,English,true
6295,Dasyurus hallucatus,Chat Marsupial Du Nord,French,false
6295,Dasyurus hallucatus,Northern Quoll,English,true
14222,Myrmecobius fasciatus,Banded Anteater,English,false
14222,Myrmecobius fasciatus,Fourmilier marsupial rayé,French,false
14222,Myrmecobius fasciatus,Hormiguero Marsupial,Spanish; Castilian,false
14222,Myrmecobius fasciatus,Numbat,English,true
136218,Ailurops melanotis,Talaud-Bärenkuskus,German,false
136218,Ailurops melanotis,Talaud Bear Cuscus,English,true
20639,Spilocuscus rufoniger,Black-spotted Cuscus,English,false
20639,Spilocuscus rufoniger,Couscous à taches noires,French,false
20639,Spilocuscus rufoniger,Black Spotted Cuscus,English,true
136443,Spilocuscus wilsoni,Biak Spotted Cuscus,English,false
136443,Spilocuscus wilsoni,Wilson's Spotted Cuscus,English,false
136443,Spilocuscus wilsoni,Blue-eyed Spotted Cuscus,English,true
16858,Phalanger alexandrae,Alexandra's Cuscus,English,false
16858,Phalanger alexandrae,Couscous de Gebe,French,false
16858,Phalanger alexandrae,Gebe Cuscus,English,true
16851,Phalanger matanim,Matanim Cuscus,English,false
16851,Phalanger matanim,Couscous de Telefomin,French,false
16851,Phalanger matanim,Telefomin Cuscus,English,true
16846,Phalanger lullulae,Woodlark Island Cuscus,English,false
16846,Phalanger lullulae,Couscous de Woodlark,French,false
16846,Phalanger lullulae,Woodlark Cuscus,English,true
6794,Dorcopsis atrata,Black Dorcopsis Wallaby,English,false
6794,Dorcopsis atrata,Black Forest-wallaby,English,false
6794,Dorcopsis atrata,Black Dorcopsis,English,true
16761,Petrogale concinna,Nabarlek,English,true
16752,Petrogale coenensis,Cape York Rock Wallaby,English,true
16747,Petrogale persephone,Proserpine Rock Wallaby,English,true
6437,Dendrolagus mbaiso,Dingiso,English,true
6435,Dendrolagus scottae,Scott's Tree-kangaroo,English,false
6435,Dendrolagus scottae,Tenkile Tree Kangaroo,English,false
6435,Dendrolagus scottae,Tenkile,English,true
6433,Dendrolagus matschiei,Matschie's Tree-kangaroo,English,false
6433,Dendrolagus matschiei,Huon Tree Kangaroo,English,true
136668,Dendrolagus mayri,Wondiwoi Tree-kangaroo,English,true
136732,Dendrolagus notatus,Ifola,Undetermined,true
136696,Dendrolagus pulcherrimus,Golden-mantled Tree Kangaroo,English,true
6429,Dendrolagus goodfellowi,Ornate Tree-kangaroo,English,false
6429,Dendrolagus goodfellowi,Goodfellow's Tree Kangaroo,English,true
136255,Thylogale lanata,Mountain Pademelon,English,true
21873,Thylogale calabyi,Alpine Pademelon,English,false
21873,Thylogale calabyi,Alpine Wallaby,English,false
21873,Thylogale calabyi,Calaby's Pademelon,English,true
11343,Lasiorhinus krefftii,Queensland Hairy-nosed Wombat,English,false
11343,Lasiorhinus krefftii,Oso Marsupial Del Río Moonie,Spanish; Castilian,false
11343,Lasiorhinus krefftii,Wombat À Narines Poilues Du Queensland,French,false
11343,Lasiorhinus krefftii,Wombat À Nez Poilu De Queensland,French,false
11343,Lasiorhinus krefftii,Northern Hairy-nosed Wombat,English,true
16726,Petaurus abidi,Northern Glider,English,true
16727,Petaurus gracilis,Mahogany Glider,English,true
9564,Gymnobelideus leadbeateri,Leadbeater's Possum,English,true
6224,Dactylopsila tatei,Fergusson Island Striped Possum,English,false
6224,Dactylopsila tatei,Tate's Triok,English,false
6224,Dactylopsila tatei,Tate's Striped Possum,English,true
18107,Potorous gilbertii,Ngilkat ,Australian languages,false
18107,Potorous gilbertii,Gilbert's Potoroo,English,true
18492,Pseudocheirus occidentalis,Ngwayir,English,false
18492,Pseudocheirus occidentalis,Western Ringtail,English,false
18492,Pseudocheirus occidentalis,Western Ringtail Possum,English,true
23179,Zaglossus bruijnii,Long-beaked Echidna,English,false
23179,Zaglossus bruijnii,Long-nosed Echidna,English,false
23179,Zaglossus bruijnii,Long-nosed Spiny Anteater,English,false
23179,Zaglossus bruijnii,New Guinea Long-nosed Echidna,English,false
23179,Zaglossus bruijnii,Echidné À Bec Courbe,French,false
23179,Zaglossus bruijnii,Echidné À Nez Long,French,false
23179,Zaglossus bruijnii,Echidné De Nouvelle-guinée,French,false
23179,Zaglossus bruijnii,Echidnos Narilargos,Spanish; Castilian,false
23179,Zaglossus bruijnii,Equidna De Nueva Guinea,Spanish; Castilian,false
23179,Zaglossus bruijnii,Western Long-beaked Echidna,English,true
136322,Zaglossus attenboroughi,Attenborough's Echidna,English,false
136322,Zaglossus attenboroughi,Cyclops Long-beaked Echidna,English,false
136322,Zaglossus attenboroughi,Sir David's Long-beaked Echidna,English,true
16710,Peroryctes broadbenti,Péramèle Géant,French,false
16710,Peroryctes broadbenti,Giant Bandicoot,English,true
7017,Echymipera davidi,Péramèle Épineux De David,French,false
7017,Echymipera davidi,David's Echymipera,English,true
19711,Rhynchomeles prattorum,Ceram Bandicoot,English,false
19711,Rhynchomeles prattorum,Péramèle De Céram,French,false
19711,Rhynchomeles prattorum,Seram Bandicoot,English,true
16573,Perameles fasciata,Banded Bandicoot,English,false
16573,Perameles fasciata,New South Wales Barred Bandicoot,English,false
